country,region,continent,alliance,year,kpi_name,kpi_value
Sri Lanka,South Asia,Asia,Non-NATO,2025,budget_to_gdp_percent,1.2786573042119898
Sudan,,Africa,Non-NATO,2025,power_index_rank_gap,72.0
Sudan,,Africa,Non-NATO,2025,assets_per_capita,3576.000000237778
Sudan,,Africa,Non-NATO,2025,budget_to_gdp_percent,0.5275084614494554
Suriname,,South America,Non-NATO,2025,power_index_rank_gap,138.0
Suriname,,South America,Non-NATO,2025,assets_per_capita,653.0000525698948
Suriname,,South America,Non-NATO,2025,budget_to_gdp_percent,2.747773794379554
Sweden,,Europe,Non-NATO,2025,power_index_rank_gap,26.0
Sweden,,Europe,Non-NATO,2025,assets_per_capita,7074.00004778167
Sweden,,Europe,Non-NATO,2025,budget_to_gdp_percent,2.057960620421707
Switzerland,Western Europe,Europe,Non-NATO,2025,power_index_rank_gap,43.0
Switzerland,Western Europe,Europe,Non-NATO,2025,assets_per_capita,7347.0
Switzerland,Western Europe,Europe,Non-NATO,2025,budget_to_gdp_percent,2.6734953196132025
Syria,,,Non-NATO,2025,power_index_rank_gap,63.0
Syria,,,Non-NATO,2025,assets_per_capita,12361.000001969376
Syria,,,Non-NATO,2025,budget_to_gdp_percent,1.2354573943934746
Taiwan,East Asia,Asia,Non-NATO,2025,power_index_rank_gap,21.0
Taiwan,East Asia,Asia,Non-NATO,2025,assets_per_capita,22930.000007840554
Taiwan,East Asia,Asia,Non-NATO,2025,budget_to_gdp_percent,2.1933333333333334
Tajikistan,,Asia,Non-NATO,2025,power_index_rank_gap,107.0
Tajikistan,,Asia,Non-NATO,2025,assets_per_capita,1316.0
Tajikistan,,Asia,Non-NATO,2025,budget_to_gdp_percent,3.139833347892008
Tanzania,,,Non-NATO,2025,power_index_rank_gap,91.0
Tanzania,,,Non-NATO,2025,assets_per_capita,1173.0000003261089
Tanzania,,,Non-NATO,2025,budget_to_gdp_percent,1.77999326825382
Thailand,Southeast Asia,Asia,Non-NATO,2025,power_index_rank_gap,24.0
Thailand,Southeast Asia,Asia,Non-NATO,2025,assets_per_capita,18652.00000516297
Thailand,Southeast Asia,Asia,Non-NATO,2025,budget_to_gdp_percent,1.0823779012632646
Tunisia,North Africa,Africa,Non-NATO,2025,power_index_rank_gap,89.0
Tunisia,North Africa,Africa,Non-NATO,2025,assets_per_capita,8242.00000904651
Tunisia,North Africa,Africa,Non-NATO,2025,budget_to_gdp_percent,2.7273283901036907
Turkiye,,Asia,Non-NATO,2025,power_index_rank_gap,8.0
Turkiye,,Asia,Non-NATO,2025,assets_per_capita,66201.00000325727
Turkiye,,Asia,Non-NATO,2025,budget_to_gdp_percent,3.4581103708010548
Turkmenistan,,Asia,Non-NATO,2025,power_index_rank_gap,76.0
Turkmenistan,,Asia,Non-NATO,2025,assets_per_capita,6211.000005570884
Turkmenistan,,Asia,Non-NATO,2025,budget_to_gdp_percent,2.0978371907697473
Uganda,,Africa,Non-NATO,2025,power_index_rank_gap,113.0
Uganda,,Africa,Non-NATO,2025,assets_per_capita,4198.0
Uganda,,Africa,Non-NATO,2025,budget_to_gdp_percent,1.8277965912526661
Ukraine,Eastern Europe,Europe,Non-NATO,2025,power_index_rank_gap,19.0
Ukraine,Eastern Europe,Europe,Non-NATO,2025,assets_per_capita,20973.00000350515
Ukraine,Eastern Europe,Europe,Non-NATO,2025,budget_to_gdp_percent,26.881470194826573
United Arab Emirates,Middle East,Asia,Non-NATO,2025,power_index_rank_gap,53.0
United Arab Emirates,Middle East,Asia,Non-NATO,2025,assets_per_capita,9711.00002272679
United Arab Emirates,Middle East,Asia,Non-NATO,2025,budget_to_gdp_percent,0.4005542018758017
United Kingdom,Western Europe,Europe,NATO,2025,power_index_rank_gap,5.0
United Kingdom,Western Europe,Europe,NATO,2025,assets_per_capita,39184.00000243942
United Kingdom,Western Europe,Europe,NATO,2025,budget_to_gdp_percent,1.9397693709510813
United States,North America,North America,NATO,2025,power_index_rank_gap,0.0
United States,North America,North America,NATO,2025,assets_per_capita,410858.00000188616
United States,North America,North America,NATO,2025,budget_to_gdp_percent,3.112939952085128
Uruguay,,South America,Non-NATO,2025,power_index_rank_gap,99.0
Uruguay,,South America,Non-NATO,2025,assets_per_capita,3186.000005254968
Uruguay,,South America,Non-NATO,2025,budget_to_gdp_percent,0.9540335768906598
Uzbekistan,,Asia,Non-NATO,2025,power_index_rank_gap,57.0
Uzbekistan,,Asia,Non-NATO,2025,assets_per_capita,3738.0
Uzbekistan,,Asia,Non-NATO,2025,budget_to_gdp_percent,2.438562035084277
Venezuela,,South America,Non-NATO,2025,power_index_rank_gap,49.0
Venezuela,,South America,Non-NATO,2025,assets_per_capita,9303.000001951981
Venezuela,,South America,Non-NATO,2025,budget_to_gdp_percent,3.416542156707261
Vietnam,Southeast Asia,Asia,Non-NATO,2025,power_index_rank_gap,22.0
Vietnam,Southeast Asia,Asia,Non-NATO,2025,assets_per_capita,14067.000001768172
Vietnam,Southeast Asia,Asia,Non-NATO,2025,budget_to_gdp_percent,1.8054621848739496
Yemen,,,Non-NATO,2025,power_index_rank_gap,84.0
Yemen,,,Non-NATO,2025,assets_per_capita,649.0000014623321
Yemen,,,Non-NATO,2025,budget_to_gdp_percent,3.7506664765974147
Zambia,,,Non-NATO,2025,power_index_rank_gap,108.0
Zambia,,,Non-NATO,2025,assets_per_capita,566.0
Zambia,,,Non-NATO,2025,budget_to_gdp_percent,1.3518136917252148
Zimbabwe,,,Non-NATO,2025,power_index_rank_gap,110.0
Zimbabwe,,,Non-NATO,2025,assets_per_capita,938.0
Zimbabwe,,,Non-NATO,2025,budget_to_gdp_percent,1.0400571430801844
